伦晚橙（果体偏软）
天山雪梨,皇冠梨,砀山梨,黄蕉苹果
不知火丑柑
不知火丑柑
不知火丑柑
不知火丑柑
美早大樱桃
校园不知火丑柑,校园冰糖橙,校园小台农芒果,校园海南木瓜,校园烟台水晶富士,校园进口香蕉
以色列西柚
以色列西柚
不知火丑柑
不知火丑柑
进口香蕉,黑珍珠莲雾
千禧番茄,海南金钻凤梨
校园小台农芒果,校园皇冠梨,校园越南白心火龙果
不知火丑柑,伦晚橙（果体偏软）,埃及橙（口感酸爽）,烟台水晶富士,阳光小金桔,阿克苏苹果
久久丫微辣鸭脖,新希望香蕉牛奶,有友山椒泡凤爪,炭烤腰果,韩国乐天粒粒橙水果饮料,韩国乐天粒粒葡萄汁饮料
红颜草莓,美早大樱桃
Q版白心火龙果,秦冠苹果,金帅青春苹果
以色列西柚
以色列西柚
进口山竹
进口山竹
烟台水晶富士
烟台水晶富士
天山雪梨,越南白心火龙果,越南紫薯
Q版白心火龙果,久红瑞蜜瓜,国产香蕉,菲律宾凤梨
精选大台芒
精选大台芒
不知火丑柑,新希望香蕉牛奶,黄蕉苹果
Q版红心火龙果,国产香蕉,水晶富士,红颜草莓,进口无籽青提,黑美人西瓜
烟台水晶富士,黄蕉苹果
乳黄瓜,冰糖橙,天山雪梨,海南新鲜木瓜
智利黑布林,进口山竹
不知火丑柑
不知火丑柑
新西兰红佳丽,智利黑布林,进口山竹,进口西梅,黄蕉苹果
大台农芒果（微软带黑点）,雪莲果
美早大樱桃,进口山竹
Hello,优选丰水梨,国产香蕉,安岳黄柠檬,洛川小苹果,海南木瓜,百香果
千禧番茄,智利黑布林,海南金钻凤梨,皇冠梨
不知火丑柑,四川黄柠檬,小蜜蜂甜瓜,菠萝,越南白心火龙果
烟台水晶富士,砀山梨,菠萝,黄蕉苹果
佳农甜蕉,千禧圣女果,进口无籽青提
Q版白心火龙果,水晶富士,海南木瓜
智利黑布林,海南金钻凤梨,黄蕉苹果
希腊绿心猕猴桃,烟台水晶富士,砀山梨
伦晚橙（果体偏软）,天山雪梨,菠萝
校园烟台水晶富士,校园越南白心火龙果
小红金龙芒果,红霞草莓,进口香蕉
千禧番茄,小蜜蜂甜瓜,智利黑布林,泰国椰青,西周密瓜17号
水晶富士,红颜草莓
不知火丑柑,皇冠梨,黄蕉苹果
Q版红心火龙果,进口西柚
伦晚橙（果体偏软）,砀山梨,阿克苏苹果
千禧番茄,大台农芒果（微软带黑点）,雪莲果
天山雪梨,海南新鲜木瓜,菠萝
皇冠梨,红颜草莓,阳光甜橙
不知火丑柑,皇冠梨
校园烟台水晶富士
Q版白心火龙果,佳农甜蕉,千禧圣女果,大台芒,水晶富士
智利黑布林,澳洲无籽红提,进口西梅
Q版白心火龙果,Q版红心火龙果,海南木瓜,阳光甜橙
校园小台农芒果,校园越南白心火龙果,校园进口香蕉
美国阳光甜橙
美国阳光甜橙
乳黄瓜,澳洲无籽红提,越南紫薯,进口西梅
东方小蜜瓜,久红瑞蜜瓜,乳黄瓜,红颜草莓,黑美人西瓜
红颜草莓,美早大樱桃,鸭梨
砀山梨,红霞草莓,阿克苏苹果
丫米水果玉米,优选丰水梨,鸭梨
不知火丑柑,烟台水晶富士,砀山梨,进口香蕉,阿克苏苹果
不知火丑柑,砀山梨,越南紫薯,阿克苏苹果,黄蕉苹果
黄蕉苹果
烟台水晶富士,皇冠梨
Q版白心火龙果,优选丰水梨,台湾珍珠芭乐,曙光油桃
水晶富士,秦冠苹果
新希望香蕉牛奶,美国新奇士红心橙,阿克苏苹果,黄蕉苹果
校园冰糖橙,校园小台农芒果,校园烟台水晶富士,校园皇冠梨,校园越南白心火龙果,校园进口香蕉
不知火丑柑,伦晚橙（果体偏软）,天山雪梨
东方小蜜瓜,千禧圣女果,水晶富士,绿宝甜瓜,鸭梨,黄金地瓜
优选丰水梨,千禧圣女果,国产香蕉,曙光油桃,皇冠梨,鸭梨
水晶富士
水晶富士
水晶富士
水晶富士
水晶富士
小红金龙芒果,海南金钻凤梨,黄蕉苹果
好时之吻黑巧克力,烟台水晶富士,菠萝,阿克苏苹果
天山雪梨,海南新鲜木瓜,烟台水晶富士,进口香蕉
非香港珍妮曲奇双花大
丫米水果玉米
圣女果,水晶梨,阿克苏苹果
国产香蕉,水晶富士,海南木瓜,鸭梨
有友山椒猪皮晶,烟台水晶富士,砀山梨,黄蕉苹果
不知火丑柑,张君雅碳烤鸡汁点心面,泰国椰皇,泰国椰青,海南金钻凤梨
平谷水蜜桃
埃及橙（口感酸爽）,天山雪梨,砀山梨,黄蕉苹果
阿克苏苹果
阿克苏苹果
不知火丑柑,伦晚橙（果体偏软）,埃及橙（口感酸爽）
水晶富士,皇冠梨,鸭梨
澳洲无籽红提
大台农芒果（微软带黑点）,天山雪梨,小红金龙芒果,海南新鲜木瓜,玉菇甜瓜
春雪鲜桃,红颜草莓
菠萝
Q版白心火龙果,百香果
红颜草莓,美早大樱桃,阳光甜橙
天山雪梨,海南新鲜木瓜,砀山梨,菠萝
伊丽莎白瓜,水晶富士,泰国龙眼
伊丽莎白瓜,美早大樱桃一斤装
红霞草莓
美早大樱桃一斤装
美早大樱桃一斤装,进口无籽青提
百香果
春雪鲜桃
不知火丑柑
烟台水晶富士,菠萝,黄蕉苹果
不知火丑柑
不知火丑柑,越南白心火龙果
Q版白心火龙果,Q版红心火龙果,海南木瓜,阳光甜橙
Q版红心火龙果,国产香蕉,泰国椰青,进口西柚
泰国金枕榴莲(中)
校园不知火丑柑,校园冰糖橙,校园小台农芒果,校园皇冠梨
伊丽莎白瓜
不知火丑柑,希腊绿心猕猴桃,智利黑布林,进口香蕉,阳光小金桔,阿克苏苹果
不知火丑柑,越南白心火龙果
不知火丑柑,伦晚橙（果体偏软）,埃及橙（口感酸爽）,皇冠梨,阿克苏苹果
红颜草莓,阳光甜橙
不知火丑柑
小红金龙芒果,玉菇甜瓜,美国新奇士红心橙
不知火丑柑,砀山梨,越南紫薯,黄蕉苹果
Q版白心火龙果,Q版红心火龙果,泰国椰青,黑美人西瓜
新疆库尔勒香梨,水晶富士
Q版红心火龙果,美早大樱桃
新疆库尔勒香梨,水晶富士
乳黄瓜,好时之吻黑巧克力,新希望香蕉牛奶,烟台水晶富士
千禧圣女果,水晶富士
皇冠梨,鸭梨
Q版白心火龙果,Q版红心火龙果,水晶富士
千禧番茄,海南金钻凤梨,砀山梨,阿克苏苹果,黄蕉苹果
伦晚橙（果体偏软）,埃及橙（口感酸爽）,天山雪梨,砀山梨,黄蕉苹果
泰国椰青
泰国椰青
千禧圣女果
Q版红心火龙果,国产香蕉,水晶富士
国产香蕉,水晶富士,金帅青春苹果
不知火丑柑
不知火丑柑
校园烟台水晶富士,校园进口香蕉
校园不知火丑柑,校园冰糖橙,校园进口香蕉
佳农甜蕉,秦冠苹果,进口红提
佳农甜蕉,秦冠苹果,进口红提
小红金龙芒果,美国新奇士红心橙,越南紫薯
国产香蕉,越南香芒
烟台水晶富士
烟台水晶富士
小台农芒果
小台农芒果
烟台水晶富士·
烟台水晶富士·
菲律宾香蕉,越南香芒
不知火丑柑
不知火丑柑
乳黄瓜,千禧番茄,小红金龙芒果,菠萝,阿克苏苹果
海南新鲜木瓜,菠萝,黄蕉苹果
新疆库尔勒香梨,烟台水晶富士,皇冠梨,阿克苏苹果,黄蕉苹果
海南新鲜木瓜,烟台水晶富士,皇冠梨,红霞草莓,阿克苏苹果
小红金龙芒果,智利黑布林,精品麒麟瓜,进口香蕉
Q版白心火龙果,Q版红心火龙果,海南毛椰子
不知火丑柑,海南新鲜木瓜,海南金钻凤梨,越南红心火龙果
不知火丑柑,海南新鲜木瓜,砀山梨,黄蕉苹果
烟台水晶富士,越南白心火龙果,雪莲果
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
校园海南木瓜
智利黑布林,烟台水晶富士,红霞草莓,阿克苏苹果
小蜜蜂甜瓜,海南新鲜木瓜,越南紫薯,黄蕉苹果
水晶富士,秦冠苹果
海南新鲜木瓜,越南红心火龙果,黄蕉苹果
乳黄瓜,小蜜蜂甜瓜,常山胡柚【不打蜡】,红霞草莓,进口香蕉,阿克苏苹果
Q版白心火龙果,丁记家碧根果,国产香蕉,奢斐卡布奇诺3合1白咖啡
乳黄瓜,新疆库尔勒香梨,红颜草莓,美早大樱桃
伦晚橙（果体偏软）,好时之吻黑巧克力,智利黑布林,烟台水晶富士,砀山梨,黄蕉苹果,黑珍珠莲雾
串红圣女果,美早大樱桃一斤装,进口红提,金菠萝(大)
小红金龙芒果,百香果,进口西梅,黑珍珠莲雾
Q版白心火龙果,大台芒,秦冠苹果,金帅青春苹果
天山雪梨,智利黑布林,皇冠梨,砀山梨,黄蕉苹果
砀山梨
校园不知火丑柑,校园冰糖橙,校园海南木瓜,校园进口香蕉
海南新鲜木瓜,越南红心火龙果,黄蕉苹果
不知火丑柑,阳光小金桔,阿克苏苹果
Q版红心火龙果,千禧圣女果,新疆和田骏枣,泰国龙眼,阳光小金桔,阳光小金桔
国产香蕉,水晶富士
希腊绿心猕猴桃,常山胡柚【不打蜡】,新疆库尔勒香梨,智利黑布林,红霞草莓
海南新鲜木瓜,红霞草莓
不知火丑柑,伦晚橙（果体偏软）
伦晚橙（果体偏软）,百香果,越南红心火龙果
天山雪梨,海南新鲜木瓜,红霞草莓,进口西梅
不知火丑柑,烟台水晶富士,皇冠梨,阿克苏苹果
校园不知火丑柑,校园不知火丑柑,校园进口香蕉,校园阿克苏苹果
伦晚橙（果体偏软）,埃及橙（口感酸爽）,红霞草莓,阿克苏苹果,黑珍珠莲雾
烟台水晶富士,皇冠梨,砀山梨,黄蕉苹果
智利黑布林,海南金钻凤梨,越南红心火龙果
秦冠苹果
小红金龙芒果,新希望香蕉牛奶,有友山椒泡凤爪
国产香蕉
砀山梨,越南白心火龙果,黄蕉苹果
整个泰国进口菠萝蜜
整个泰国进口菠萝蜜
乳黄瓜,千禧番茄,海南新鲜木瓜
精选大台芒
精选大台芒
Q版白心火龙果,Q版红心火龙果,秦冠苹果
新疆库尔勒香梨,越南白心火龙果,黑珍珠莲雾
不知火丑柑,埃及橙（口感酸爽）,大台农芒果（微软带黑点）
【超值】泰国金枕榴莲(大)
【超值】泰国金枕榴莲(大)
招牌-黄金甜枇杷(中)
不知火丑柑,砀山梨,黄蕉苹果
红颜草莓,进口无籽青提
阿克苏苹果
Q版白心火龙果,丰水梨,水晶富士,百合花,皇冠梨,维他柠檬茶4盒,阳光小金桔,鸭梨
冰糖橙,千禧番茄,海南金钻凤梨,金香蜜瓜
佳农甜蕉,蒙牛真果粒草莓味,蒙牛纯甄酸牛奶
以色列西柚
以色列西柚
海南新鲜木瓜,砀山梨,黄蕉苹果
国产香蕉,枇杷,水晶富士,皇冠梨,阳光小金桔,鸭梨
千禧番茄,砀山梨,菠萝,阿克苏苹果,雪莲果
有友山椒猪皮晶,有友山椒猪皮晶,红霞草莓,越南红心火龙果
77欧维氏—松露巧克力,东方小蜜瓜,丰水梨,泰国龙眼,海南木瓜,百合花,皇冠梨,鸭梨
甘蔗（一段）
春雪鲜桃,秦冠苹果,红颜草莓
天山雪梨
天山雪梨
不知火丑柑
不知火丑柑,台湾金钻凤梨（大）,埃及橙（口感酸爽）,澳洲无籽红提,越南红心火龙果,进口香蕉
智利黑布林,海南新鲜木瓜,越南红心火龙果
水晶富士
水晶富士
水晶富士
水晶富士
水晶富士
伦晚橙（果体偏软）,天山雪梨,小红金龙芒果,越南红心火龙果,黑珍珠莲雾
冰糖橙,平谷水蜜桃,西周密瓜17号
【超值】泰国金枕榴莲(大)
【超值】泰国金枕榴莲(大)
Q版红心火龙果,菲律宾香蕉
不知火丑柑,好时之吻黑巧克力,砀山梨,阿克苏苹果
精品麒麟瓜,红霞草莓
好时之吻黑巧克力
武味周黑鸭舌,藻味牛奶蛋羹曲奇
海南新鲜木瓜
精品麒麟瓜,越南白心火龙果,越南紫薯,越南红心火龙果
百香果
百香果
百香果
百香果
百香果
Q版红心火龙果,水晶富士,美早大樱桃
小蜜蜂甜瓜,海南新鲜木瓜,红霞草莓,越南红心火龙果,黑珍珠莲雾
国产香蕉,新疆库尔勒香梨,水晶富士
冰糖橙
冰糖橙
美国新奇士红心橙,越南白心火龙果,进口香蕉
巴旦木,美国新奇士红心橙,黑珍珠莲雾
菠萝,越南红心火龙果,阿克苏苹果,阿克苏苹果,雪莲果
阿克苏苹果
千禧番茄,埃及橙（口感酸爽）,海南金钻凤梨,菠萝,越南红心火龙果,阿克苏苹果
久久丫甜辣薄豆干,乳黄瓜,进口香蕉,阿克苏苹果
不知火丑柑,菠萝,进口香蕉
烟台水晶富士,越南白心火龙果,雪莲果
不知火丑柑,天山雪梨,好时之吻黑巧克力,烟台水晶富士,皇冠梨,阿克苏苹果,阿克苏苹果,黄蕉苹果
阿克苏苹果
Q版红心火龙果,红颜草莓
智利黑布林,海南金钻凤梨
进口牛油果,阳光甜橙
千禧番茄,海南新鲜木瓜,砀山梨,黄蕉苹果
黄蕉苹果
有友山椒猪皮晶,烟台水晶富士,砀山梨,菠萝
不知火丑柑,小红金龙芒果,常山胡柚【不打蜡】,进口香蕉,雪莲果
Q版红心火龙果,金菠萝(大),阳光小金桔
阿克苏苹果
Q版白心火龙果,新疆库尔勒香梨,水晶富士,秦冠苹果,金菠萝(大),阳光小金桔,阳光甜橙,鸭梨,黑美人西瓜
Q版红心火龙果,大台芒,红颜草莓
Q版红心火龙果,菲律宾凤梨
智利黑布林,海南新鲜木瓜,砀山梨,越南紫薯,越南红心火龙果
海南新鲜木瓜,砀山梨,雪莲果,黄蕉苹果
不知火丑柑,千禧番茄,四川黄柠檬,大台农芒果（微软带黑点）,烟台水晶富士,砀山梨,黄蕉苹果
安慕希希腊酸牛奶
M&M'S花生牛奶巧克力豆,天山雪梨,好时之吻黑巧克力,海南新鲜木瓜,烟台水晶富士,皇冠梨,砀山梨,阿克苏苹果,阿克苏苹果,黄蕉苹果
常山胡柚【不打蜡】,泰国椰青,精品麒麟瓜,美国新奇士红心橙
烟台水晶富士,黄蕉苹果
天山雪梨,智利黑布林
埃及橙（口感酸爽）,新西兰红佳丽,阿克苏苹果,黄蕉苹果
千禧果,国产黄柠檬,库尔勒香梨,西州蜜17号,雪莲果
【超值】泰国金枕榴莲(大)
【超值】泰国金枕榴莲(大)
不知火丑柑·
科果香水菠萝
不知火丑柑·
科果香水菠萝
千禧圣女果
泰国金柚
泰国金柚
新西兰红佳丽,泰国椰青,皇冠梨,红霞草莓,越南红心火龙果
智利黑布林,砀山梨,阿克苏苹果
Q版白心火龙果,佳农甜蕉,水晶富士,秦冠苹果,蒙牛真果粒草莓味
Q版白心火龙果,佳农甜蕉,秦冠苹果
金香蜜瓜,阿克苏苹果
天山雪梨,烟台水晶富士,砀山梨
美早大樱桃一斤装
Q版红心火龙果,水晶富士,美早大樱桃,越南香芒
【超值】泰国金枕榴莲(大)
【超值】泰国金枕榴莲(大)
枇杷,水晶富士,阳光甜橙,鸭梨
杨桃,水晶富士,阳光小金桔
Q版红心火龙果,佳农甜蕉,秦冠苹果
伦晚橙（果体偏软）,天山雪梨,砀山梨,阿克苏苹果,黄蕉苹果
安岳黄柠檬,新疆库尔勒香梨,洛川小苹果,绿宝甜瓜,美早大樱桃
千禧番茄,好时之吻黑巧克力,海南新鲜木瓜,越南红心火龙果
Q版红心火龙果,串红圣女果,枇杷,维他柠檬茶4盒,进口无籽青提,鸭梨
校园烟台水晶富士,校园皇冠梨
佳农甜蕉,阳光甜橙
伦晚橙（果体偏软）,小红金龙芒果,烟台水晶富士,进口香蕉
不知火丑柑,伦晚橙（果体偏软）,美国新奇士红心橙
不知火丑柑,菠萝
佳农甜蕉,红颜草莓,进口无籽青提
烟台水晶富士,黄蕉苹果
春雪鲜桃,红颜草莓
乳黄瓜,伦晚橙（果体偏软）,烟台水晶富士,进口香蕉
越南红心火龙果（特大大）
越南红心火龙果（特大大）
国产香蕉,春雪鲜桃,红颜草莓
春雪鲜桃
越南紫薯
越南紫薯
国产香蕉,水晶富士,洛川小苹果,红颜草莓,鸭梨
海南新鲜木瓜,黄蕉苹果
国产香蕉,菲律宾香蕉
红颜草莓,美早大樱桃
Q版红心火龙果
美早大樱桃
伦晚橙（果体偏软）,千禧番茄,埃及橙（口感酸爽）,皇冠梨,红霞草莓,进口香蕉,阿克苏苹果
国产香蕉,春雪鲜桃,红颜草莓
不知火丑柑,小红金龙芒果,海南新鲜木瓜
千禧番茄,希腊绿心猕猴桃,新疆库尔勒香梨
不知火丑柑
平谷水蜜桃,进口香蕉
伊丽莎白瓜,佳农甜蕉,千禧圣女果,大台芒
不知火丑柑,皇冠梨
削皮刀,国产香蕉,洛川小苹果,鸭梨
佳农甜蕉,水晶富士,阳光甜橙
水晶富士,秦冠苹果
海南新鲜木瓜,皇冠梨,砀山梨,越南红心火龙果
乳黄瓜,常山胡柚【不打蜡】,烟台水晶富士,维他奶原味豆奶,维他奶黑豆奶
校园小台农芒果
烟台水晶富士
丰水梨,国产香蕉,水晶富士,秦冠苹果,鸭梨
国产香蕉,曙光油桃,枇杷,鸭梨
安岳黄柠檬,安岳黄柠檬,红颜草莓,美早大樱桃,阳光小金桔,阳光甜橙
水晶富士,秦冠苹果
校园小台农芒果
泰国龙眼,进口西柚,阳光小金桔
不知火丑柑,伦晚橙（果体偏软）,小红金龙芒果,常山胡柚【不打蜡】,新疆库尔勒香梨,烟台水晶富士,砀山梨
砀山梨,红霞草莓,阿克苏苹果,黄蕉苹果
甘蔗（一根）
Q版白心火龙果,佳农甜蕉,进口山竹
菲律宾凤梨,进口西柚
希腊绿心猕猴桃,百香果
伦晚橙（果体偏软）,埃及橙（口感酸爽）,皇冠梨,砀山梨,菠萝
皇冠梨,皇冠梨,砀山梨,黄蕉苹果
不知火丑柑,智利黑布林,红霞草莓
串红圣女果,乳黄瓜,千禧圣女果,海南木瓜,秦冠苹果
不知火丑柑,千禧番茄,天山雪梨,砀山梨
维他柠檬茶4盒,鸭梨
秦冠苹果,越南香芒,进口西柚
优乐美奶茶原味,优乐美奶茶香芋味,海南新鲜木瓜,海南金钻凤梨,黄蕉苹果
千禧番茄,阿克苏苹果
伊利金典纯牛奶,国产香蕉,水晶富士
东方小蜜瓜,泰国龙眼,海南木瓜
急冻榴莲干,智利黑布林,有友山椒泡凤爪,越南红心火龙果,进口西梅
不知火丑柑,伦晚橙（果体偏软）,砀山梨,菠萝,黄蕉苹果
校园不知火丑柑
乳黄瓜,进口西柚,阳光甜橙
不知火丑柑,海南金钻凤梨,红霞草莓
Q版白心火龙果,蒙牛纯甄酸牛奶
不知火丑柑
不知火丑柑
Q版白心火龙果,国产香蕉,阳光甜橙
大台农芒果（微软带黑点）,智利黑布林,皇冠梨,阿克苏苹果,黄蕉苹果
Q版白心火龙果,水晶富士,皇冠梨,红颜草莓,维他奶原味豆奶4盒
伦晚橙（果体偏软）,皇冠梨,越南红心火龙果
水晶富士
水晶富士
水晶富士
水晶富士
水晶富士
小台农芒果
小台农芒果
泰国金枕榴莲(大)
智利黑布林,海南新鲜木瓜,黄蕉苹果
千禧果,烟台富士
新疆库尔勒香梨,金菠萝(中)
不知火丑柑,砀山梨,越南红心火龙果,阿克苏苹果,阿克苏苹果
小蜜蜂甜瓜,智利黑布林,红霞草莓
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
伦晚橙
Q版红心火龙果,阳光甜橙
Q版白心火龙果,水晶富士
佳农甜蕉,国产香蕉,水晶富士,秦冠苹果,鸭梨
越南红心火龙果（特大大）
越南红心火龙果（特大大）
不知火丑柑,伦晚橙（果体偏软）,四川黄柠檬,海南新鲜木瓜
美早大樱桃一斤装
水晶富士,阳光小金桔
77欧维氏—松露巧克力,东方小蜜瓜,丰水梨,新疆和田骏枣,泰国龙眼,海南木瓜,百合花,皇冠梨,维他柠檬茶4盒,鸭梨
新疆和田骏枣,枇杷,海南木瓜,鸭梨
好时之吻黑巧克力,越南紫薯,越南红心火龙果,黄蕉苹果
千禧圣女果,国产香蕉,水晶富士,洛川小苹果,蒙牛真果粒草莓味
四川黄柠檬,天山雪梨,小青桔,进口山竹
烟台水晶富士,砀山梨
Q版白心火龙果,水晶富士,红颜草莓
埃及橙（口感酸爽）,阿克苏苹果
海南新鲜木瓜
Q版白心火龙果,美早大樱桃一斤装,越南香芒,进口无籽青提
冰糖橙
冰糖橙
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨
Q版白心火龙果,水晶富士,洛川小苹果,秦冠苹果,阳光小金桔,鸭梨
不知火丑柑,千禧番茄,新疆库尔勒香梨
伊丽莎白瓜,优选丰水梨,海南毛椰子
千禧番茄,常山胡柚【不打蜡】,海南新鲜木瓜,皇冠梨
小红金龙芒果,海南金钻凤梨,黄蕉苹果
Q版白心火龙果,Q版红心火龙果,红颜草莓,美早大樱桃,进口山竹
国产香蕉,新疆库尔勒香梨,进口红提,进口西柚,阳光甜橙
希腊绿心猕猴桃,烟台水晶富士,砀山梨
希腊绿心猕猴桃,海南新鲜木瓜,黄蕉苹果
不知火丑柑
不知火丑柑
优乐美奶茶香芋味,台湾金钻凤梨（大）,金香蜜瓜
希腊绿心猕猴桃,越南白心火龙果,进口香蕉
伦晚橙
伦晚橙
皇冠梨
皇冠梨
Q版白心火龙果,削皮刀,水晶富士,进口红提
千禧番茄,杨桃,百香果,阿克苏苹果,黑珍珠莲雾
Q版白心火龙果,春雪鲜桃
千禧圣女果
千禧圣女果
千禧圣女果
千禧圣女果
千禧圣女果
美早大樱桃,阳光小金桔,鸭梨
烟台水晶富士,越南红心火龙果
不知火丑柑,伦晚橙（果体偏软）,好时之吻黑巧克力,皇冠梨
Q版白心火龙果,泰国龙眼,菲律宾凤梨
不知火丑柑,伦晚橙（果体偏软）,砀山梨,黄蕉苹果
伦晚橙（果体偏软）,埃及橙（口感酸爽）,有友山椒猪皮晶,泰国椰青,海南新鲜木瓜,红霞草莓,越南红心火龙果,黑珍珠莲雾
红霞草莓,越南紫薯,越南红心火龙果
乳黄瓜,海南金钻凤梨,红霞草莓
阿克苏苹果
阿克苏苹果
校园皇冠梨,校园越南白心火龙果
不知火丑柑,海南新鲜木瓜,越南紫薯,黄蕉苹果
以色列西柚
以色列西柚
不知火丑柑,乳黄瓜,天山雪梨,海南新鲜木瓜,皇冠梨
智利黑布林,皇冠梨,越南红心火龙果
海南金钻凤梨
海南金钻凤梨
海南金钻凤梨,皇冠梨,红霞草莓,越南白心火龙果,进口西梅,阿克苏苹果,黄蕉苹果
小红金龙芒果,海南金钻凤梨,砀山梨,阿克苏苹果
红霞草莓,进口西梅,阿克苏苹果
小蜜蜂甜瓜,智利黑布林,红霞草莓
天山雪梨
天山雪梨
伦晚橙（果体偏软）,埃及橙（口感酸爽）,天山雪梨,常山胡柚【不打蜡】,海南金钻凤梨,菠萝,越南紫薯
蒙牛纯甄酸牛奶
校园不知火丑柑
国产香蕉
冰糖橙
冰糖橙
【超值】泰国金枕榴莲(大)
【超值】泰国金枕榴莲(大)
水晶富士,皇冠梨
水晶富士,皇冠梨
伦晚橙（果体偏软）,智利黑布林,越南红心火龙果
埃及橙（口感酸爽）,希腊绿心猕猴桃,海南新鲜木瓜,砀山梨,阳光小金桔,阿克苏苹果
黄蕉苹果
小台农芒果·
小台农芒果·
大台农芒果（微软带黑点）,皇冠梨,红霞草莓,阿克苏苹果.
砀山梨,黄蕉苹果
海南新鲜木瓜,烟台水晶富士,阿克苏苹果
不知火丑柑
不知火丑柑
小红金龙芒果
天山雪梨,新疆库尔勒香梨,皇冠梨
新疆库尔勒香梨,海南新鲜木瓜,烟台水晶富士
智利黑布林,红霞草莓
大台芒,阳光甜橙
【超值】泰国金枕榴莲(大)
【超值】泰国金枕榴莲(大)
乳黄瓜,天山雪梨,烟台水晶富士,黄蕉苹果
